id,convnext_pred,swinv2_pred,qwen_pred,is_conflict,final_pred
697,0,0,0,False,0
698,2,2,2,False,2
699,1,1,1,False,1
7,2,2,2,False,2
70,2,2,2,False,2
700,0,0,0,False,0
701,2,2,2,False,2
702,2,2,2,False,2
703,0,0,0,False,0
704,0,0,0,False,0
705,1,1,1,False,1
706,2,2,2,False,2
707,2,2,2,False,2
708,0,0,0,False,0
709,1,1,1,False,1
71,2,2,2,False,2
710,2,2,2,False,2
711,1,1,1,False,1
712,1,1,1,False,1
713,2,2,2,False,2
714,2,2,2,False,2
715,2,2,2,False,2
716,2,2,2,False,2
717,2,2,2,False,2
718,2,2,2,False,2
719,1,1,1,False,1
72,2,2,2,False,2
720,2,2,2,False,2
721,2,2,2,False,2
722,0,0,0,False,0
723,2,2,2,False,2
724,0,0,0,False,0
725,2,2,2,False,2
726,2,2,2,False,2
727,2,2,2,False,2
728,2,2,0,False,2
729,0,0,0,False,0
73,2,2,2,False,2
730,0,0,0,False,0
731,2,2,2,False,2
732,0,0,0,False,0
733,2,2,0,False,2
734,0,0,0,False,0
735,0,0,0,False,0
736,1,1,1,False,1
737,2,2,2,False,2
738,2,2,2,False,2
739,2,2,2,False,2
74,2,2,2,False,2
740,0,0,0,False,0
741,2,2,0,False,2
742,2,2,2,False,2
743,2,2,2,False,2
744,0,0,0,False,0
745,2,2,2,False,2
746,2,2,2,False,2
747,2,2,0,False,2
748,0,0,0,False,0
749,0,0,0,False,0
75,1,1,1,False,1
750,2,2,2,False,2
751,2,2,2,False,2
752,0,0,0,False,0
753,1,1,1,False,1
754,1,1,1,False,1
755,0,0,0,False,0
756,0,0,0,False,0
757,0,0,0,False,0
758,2,0,2,True,2
759,2,2,2,False,2
76,0,2,0,True,0
760,2,2,2,False,2
761,0,0,0,False,0
762,2,2,2,False,2
763,2,2,2,False,2
764,2,2,2,False,2
765,2,2,2,False,2
766,1,1,1,False,1
767,2,2,2,False,2
768,0,0,0,False,0
769,2,2,2,False,2
77,1,1,1,False,1
770,0,0,0,False,0
771,2,2,2,False,2
772,2,2,2,False,2
773,0,0,0,False,0
774,2,2,2,False,2
775,0,2,0,True,0
776,0,0,0,False,0
777,1,1,1,False,1
778,2,2,2,False,2
779,0,0,0,False,0
78,2,2,2,False,2
780,2,2,2,False,2
781,2,2,0,False,2
782,1,1,1,False,1
783,0,0,0,False,0
784,2,2,2,False,2
785,0,0,0,False,0
786,0,0,0,False,0
787,1,1,1,False,1
788,2,2,2,False,2
789,0,0,0,False,0
79,0,0,0,False,0
790,2,2,2,False,2
791,2,2,2,False,2
792,2,2,2,False,2
793,2,2,2,False,2
794,2,2,2,False,2
795,2,2,2,False,2
796,0,0,0,False,0
797,0,0,0,False,0
798,0,0,0,False,0
799,2,2,2,False,2
8,0,0,0,False,0
80,2,2,2,False,2
800,0,0,0,False,0
801,2,2,2,False,2
802,0,0,0,False,0
803,2,2,2,False,2
804,1,1,1,False,1
805,0,0,0,False,0
806,1,1,0,False,1
807,0,0,0,False,0
808,1,1,1,False,1
809,0,0,0,False,0
81,2,2,0,False,2
810,0,0,0,False,0
811,2,2,2,False,2
812,0,2,0,True,0
813,2,2,2,False,2
814,0,0,0,False,0
815,0,0,0,False,0
816,2,2,2,False,2
817,2,2,2,False,2
818,1,1,1,False,1
819,2,2,2,False,2
82,0,2,0,True,0
820,2,2,2,False,2
821,0,0,0,False,0
822,2,2,2,False,2
823,0,0,0,False,0
824,2,2,0,False,2
825,2,2,2,False,2
826,0,0,0,False,0
827,0,0,0,False,0
828,0,0,0,False,0
829,2,2,2,False,2
83,2,2,2,False,2
830,2,2,2,False,2
831,0,0,0,False,0
832,0,0,0,False,0
833,0,0,0,False,0
834,2,2,2,False,2
835,2,2,2,False,2
836,2,2,2,False,2
837,2,2,2,False,2
838,2,2,2,False,2
839,0,0,0,False,0
84,2,2,2,False,2
840,2,2,2,False,2
841,0,2,0,True,0
842,0,0,0,False,0
843,0,2,0,True,0
844,0,0,0,False,0
845,2,2,2,False,2
846,2,2,2,False,2
847,2,2,0,False,2
848,0,0,0,False,0
849,0,0,0,False,0
85,0,0,0,False,0
850,1,1,1,False,1
851,0,0,0,False,0
852,0,0,0,False,0
853,0,0,0,False,0
854,1,1,1,False,1
855,2,2,2,False,2
856,0,0,0,False,0
857,1,1,1,False,1
858,0,0,0,False,0
859,2,2,2,False,2
86,0,0,0,False,0
860,0,0,0,False,0
861,2,2,2,False,2
862,1,1,1,False,1
863,2,2,2,False,2
864,2,2,2,False,2
865,0,0,0,False,0
866,0,0,0,False,0
867,0,0,0,False,0
868,2,2,2,False,2
869,0,0,0,False,0
87,2,2,2,False,2
870,2,2,2,False,2
871,1,1,1,False,1
872,2,2,2,False,2
873,0,0,0,False,0
874,1,1,1,False,1
875,1,1,1,False,1
876,2,2,2,False,2
877,1,1,1,False,1
878,0,2,0,True,0
879,0,0,0,False,0
88,0,0,0,False,0
880,2,2,2,False,2
881,0,0,-1,False,0
882,1,1,1,False,1
883,2,2,2,False,2
884,0,0,0,False,0
885,1,1,1,False,1
886,2,2,2,False,2
887,2,2,2,False,2
888,0,0,0,False,0
889,0,0,0,False,0
89,2,2,2,False,2
890,1,1,1,False,1
891,0,0,0,False,0
892,2,2,2,False,2
893,1,1,1,False,1
894,0,0,0,False,0
895,2,2,2,False,2
896,0,0,0,False,0
897,2,2,2,False,2
898,0,0,0,False,0
899,0,0,0,False,0
9,1,1,1,False,1
90,0,0,0,False,0
900,2,2,2,False,2
901,0,0,0,False,0
902,0,0,0,False,0
903,2,2,2,False,2
904,0,0,0,False,0
905,1,1,0,False,1
906,2,2,2,False,2
907,2,2,0,False,2
908,2,0,0,True,0
909,0,0,0,False,0
91,2,2,2,False,2
910,2,2,2,False,2
911,1,1,1,False,1
912,1,1,1,False,1
913,2,2,2,False,2
914,1,1,1,False,1
915,0,0,0,False,0
916,1,1,1,False,1
917,2,2,2,False,2
918,2,2,2,False,2
919,1,1,1,False,1
92,2,2,2,False,2
920,0,0,0,False,0
921,0,0,0,False,0
922,0,0,0,False,0
923,2,2,2,False,2
924,2,2,2,False,2
925,2,2,2,False,2
926,2,2,2,False,2
927,0,0,0,False,0
928,2,2,2,False,2
929,2,2,2,False,2
93,2,2,2,False,2
930,0,0,0,False,0
931,1,1,1,False,1
932,0,0,0,False,0
933,2,2,2,False,2
934,2,2,2,False,2
935,0,0,0,False,0
936,0,0,0,False,0
937,2,2,2,False,2
938,0,0,0,False,0
939,2,2,2,False,2
94,2,2,2,False,2
940,0,0,0,False,0
941,2,2,2,False,2
942,1,1,1,False,1
943,2,2,2,False,2
944,0,0,0,False,0
945,0,0,0,False,0
946,2,2,2,False,2
947,0,0,0,False,0
948,0,0,0,False,0
949,0,2,0,True,0
95,0,0,0,False,0
950,1,1,1,False,1
951,0,0,0,False,0
952,2,2,2,False,2
953,0,0,0,False,0
954,2,2,2,False,2
955,0,0,0,False,0
956,2,2,2,False,2
957,0,0,0,False,0
958,2,2,2,False,2
959,2,2,2,False,2
96,0,0,0,False,0
960,0,2,0,True,0
961,2,2,2,False,2
962,0,0,0,False,0
963,0,0,0,False,0
964,2,2,2,False,2
965,2,2,2,False,2
966,0,0,0,False,0
967,2,2,2,False,2
968,0,0,0,False,0
969,2,2,2,False,2
97,0,0,0,False,0
970,2,2,2,False,2
971,0,0,0,False,0
972,0,0,0,False,0
973,0,2,0,True,0
974,2,2,2,False,2
975,2,2,2,False,2
976,0,2,0,True,0
977,2,2,2,False,2
978,2,2,2,False,2
979,1,1,1,False,1
98,2,2,2,False,2
980,2,2,2,False,2
981,2,2,2,False,2
982,0,0,0,False,0
983,2,2,2,False,2
984,2,2,2,False,2
985,0,0,-1,False,0
986,2,2,2,False,2
987,1,1,1,False,1
988,2,2,2,False,2
989,0,0,0,False,0
99,2,2,2,False,2
990,0,0,0,False,0
991,1,1,1,False,1
992,0,0,0,False,0
993,2,2,2,False,2
994,2,2,2,False,2
995,0,0,0,False,0
996,2,2,2,False,2
997,1,1,1,False,1
998,2,2,2,False,2
999,0,0,0,False,0
